397010,19/10/2018,09,CHORRILLOS,1,CASA,0,P9500,BT5,0021,-12.17184282,-77.02353406,,,Chorrillos,,,19/10/2018,0,U,U,*,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,*,N,N,N,N,N,30,32,30,29,31,29,31,32,29,30,32,30,32,30,30,31,28,30,30,32,29,33,30,30,0,0,275,87.4,413.8,270.3,301.6,287.1,308.4,299.8,308.3,170.6,35.5,33.9,34.3,38.5,41,40.3,37,88.9,38.9,36.2,46.2,37.5
684963,14/09/2018,09,CHORRILLOS,1,CASA,0,P9500,BT5,0021,-12.17643562,-77.01064789,,,Chorrillos,,,14/09/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,31,29,31,31,32,29,29,33,29,30,29,32,30,32,30,30,32,29,28,33,29,30,29,33,809.8,600.7,347.3,320.1,340.7,368.9,433,507.2,416.8,365.7,358.8,409.4,448.1,502.6,841.4,886.3,1144.3,1064,1003.2,1185.6,1048.3,1078.9,1037.1,1154.4
430138,19/10/2018,09,CHORRILLOS,1,CASA,0,P9500,BT5,0021,-12.18631233,-77.00037252,,,Chorrillos,,,19/10/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,31,32,29,29,33,29,30,31,30,30,32,30,30,32,29,28,33,29,30,31,31,32,30,4.7,10.2,13.7,96.2,28.2,3.1,13.7,9,2.3,9.8,41.1,50.3,32.1,29.1,25.4,30.5,29.4,21.3,11.9,10.8,30.7,39.2,26.3,28.8
633830,14/09/2018,09,CHORRILLOS,1,CASA,0,P9500,BT5,0021,-12.19863140,-76.99192562,,,Chorrillos,,,14/09/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,33,29,29,33,30,29,29,33,29,32,29,30,32,30,30,31,31,29,28,33,29,32,29,31,91.1,87.9,86.1,91.7,108.2,111.6,107.5,98.7,73.4,85.6,96.1,88.7,89.3,78.8,177,175.9,215.4,212.5,201.9,235.6,210.3,227.1,183.3,207.7
1104714,18/10/2018,09,CHORRILLOS,8,CABINAS INTERNET,7,I6420,BT5,0021,-12.19456766,-76.98216088,,,Chorrillos,,,18/10/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,33,29,30,29,31,31,29,32,29,30,32,30,32,29,31,31,28,31,29,32,29,33,30,361.5,463.7,362.3,415.5,341,475.1,410.3,366.1,368,345.5,332.8,361.5,316.1,490,590.7,637.9,611.1,611.8,622.6,606.1,600.1,542.7,587.5,514.9
1181493,11/09/2018,29,SAN JUAN DE MIRAFLORES,35,ALMACEN,7,I6302,BT5,0021,-12.17207942,-76.97979077,,,Chorrillos,,,11/09/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,31,29,33,29,32,29,29,31,31,30,29,32,30,32,35,24,33,29,28,33,29,30,29,33,159.1,117,4,0,0,0,0,0,0,0,0,0,0,0,0,594.8,860.2,440,559,572.7,666.8,865,944.9,931.7
1181549,11/09/2018,09,CHORRILLOS,1,CASA,0,P9500,BT5,0021,-12.19751088,-77.01910100,,,Chorrillos,,,11/09/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,33,29,31,31,30,29,29,32,30,32,29,30,32,30,30,32,30,29,28,33,29,32,29,31,48.4,62.3,66.2,46.8,41.5,39,32.5,40.3,30.2,22.5,16.9,6.1,14.2,30.3,27.7,25,17.9,18.8,24,35,38.2,43.4,33.6,37.6
1672337,14/09/2018,09,CHORRILLOS,1,CASA,0,P9500,BT5,0021,-12.18919283,-77.02159735,,,Chorrillos,,,14/09/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,33,29,31,31,30,29,29,32,30,32,29,30,32,30,30,32,30,29,28,33,29,32,29,31,47.6,40.9,39.6,36.4,36.6,20.4,28.4,25.4,18.9,17.4,15.9,14.7,17.3,16.7,21.4,36.8,32.8,34.2,33.4,36.2,29,39.5,33.8,29.4
543727,04/01/2018,42,VILLA EL SALVADOR,1,CASA,0,P9500,BT5,0021,-12.20994116,-76.93448274,,,Pedro  Miotta,,,04/01/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,33,29,31,30,30,32,29,30,33,29,32,29,31,31,29,29,33,30,29,32,30,30,32,29,173.3,145.8,142.4,194.8,204.2,227.3,220.3,201,203.3,149.9,192.2,145,109,107.9,103.1,87.3,91.4,74.5,79.1,93.3,7.7,255.6,230.9,228.7
1764324,29/12/2017,16,LURIN,1,CASA,0,P9500,BT5,0021,-12.23358090,-76.89622776,,,San Bartolo,,,29/12/2017,0,N,N,N,N,N,N,N,N,N,N,N,N,N,*,*,*,N,N,N,N,N,N,N,N,33,29,29,30,32,30,29,32,31,31,30,29,33,29,29,30,32,30,31,30,30,32,30,29,585.2,574.7,623.8,360.3,212.9,187.1,212.9,64.6,88.5,87,84.4,71.4,107.6,79,79,81,464.3,183.3,196.5,169.7,177.7,194.6,215.6,171.7
